patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,is_egfr_hotspot,ligand,protein,median_binding_nM,median_p_binding,n_measurements,standard_units,canonical_smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,HeavyAtomCount,cohort_CPTAC,batch_domain_CPTAC,mutation_unknown,egfr_hotspot_label_other,binding_type_IC50,binding_type_KD,pref_name_erlotinib hydrochloride,pref_name_imatinib,mutation_binding_context_other_IC50,mutation_binding_context_other_KD,protein_ligand_pair_CHEMBL203_CHEMBL1079742,protein_ligand_pair_CHEMBL203_CHEMBL941
C3L-01632,24.9891486517818,11.41,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.988258975081,18.988258975081,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01632,24.9891486517818,11.41,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.988258975081,18.988258975081,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01632,24.9891486517818,11.41,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.988258975081,18.988258975081,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01682,25.3644515302173,13.05,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01682,25.3644515302173,13.05,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01682,25.3644515302173,13.05,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01683,24.5714842659513,11.65,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01683,24.5714842659513,11.65,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01683,24.5714842659513,11.65,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01862,24.8657895228368,11.44,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01862,24.8657895228368,11.44,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01862,24.8657895228368,11.44,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01889,25.492147508708,12.88,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01889,25.492147508708,12.88,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01889,25.492147508708,12.88,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01890,25.1959125801797,12.16,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01890,25.1959125801797,12.16,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01890,25.1959125801797,12.16,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-01924,26.0774438258352,13.49,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-01924,26.0774438258352,13.49,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-01924,26.0774438258352,13.49,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02219,26.9307217620976,13.56,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02219,26.9307217620976,13.56,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02219,26.9307217620976,13.56,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02345,24.8007349321607,12.12,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02345,24.8007349321607,12.12,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02345,24.8007349321607,12.12,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02348,25.2410354113575,12.62,1,13.065650406197651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.065650406197651,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02348,25.2410354113575,12.62,1,13.065650406197651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.065650406197651,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02348,25.2410354113575,12.62,1,13.065650406197651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.065650406197651,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02350,25.0004800680721,11.75,1,13.072192414390651,12.6046447755037,17.37976128112005,10.583122355255949,18.865020633290122,17.37976128112005,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02350,25.0004800680721,11.75,1,13.072192414390651,12.6046447755037,17.37976128112005,10.583122355255949,18.865020633290122,17.37976128112005,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02350,25.0004800680721,11.75,1,13.072192414390651,12.6046447755037,17.37976128112005,10.583122355255949,18.865020633290122,17.37976128112005,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02365,25.8407891861086,13.51,1,13.072192414390651,12.6046447755037,17.90627991903495,10.583122355255949,18.865020633290122,17.90627991903495,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02365,25.8407891861086,13.51,1,13.072192414390651,12.6046447755037,17.90627991903495,10.583122355255949,18.865020633290122,17.90627991903495,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02365,25.8407891861086,13.51,1,13.072192414390651,12.6046447755037,17.90627991903495,10.583122355255949,18.865020633290122,17.90627991903495,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02508,24.9253582626231,11.06,1,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.02924094564425,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02508,24.9253582626231,11.06,1,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.02924094564425,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02508,24.9253582626231,11.06,1,13.02924094564425,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,13.02924094564425,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3L-02549,25.5473840840909,12.17,1,13.072192414390651,12.6046447755037,17.6470758759427,10.583122355255949,18.865020633290122,17.6470758759427,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3L-02549,25.5473840840909,12.17,1,13.072192414390651,12.6046447755037,17.6470758759427,10.583122355255949,18.865020633290122,17.6470758759427,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3L-02549,25.5473840840909,12.17,1,13.072192414390651,12.6046447755037,17.6470758759427,10.583122355255949,18.865020633290122,17.6470758759427,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00167,25.8302570918315,14.29,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00167,25.8302570918315,14.29,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00167,25.8302570918315,14.29,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.9414062257186,18.9414062257186,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00169,26.209111897473,13.59,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00169,26.209111897473,13.59,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00169,26.209111897473,13.59,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00175,25.8620795992577,13.63,1,13.072192414390651,12.6046447755037,17.55734646737845,10.583122355255949,18.865020633290122,17.55734646737845,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00175,25.8620795992577,13.63,1,13.072192414390651,12.6046447755037,17.55734646737845,10.583122355255949,18.865020633290122,17.55734646737845,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00175,25.8620795992577,13.63,1,13.072192414390651,12.6046447755037,17.55734646737845,10.583122355255949,18.865020633290122,17.55734646737845,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00180,25.6285355522037,12.45,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00180,25.6285355522037,12.45,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00180,25.6285355522037,12.45,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,18.865020633290122,17.99546391996231,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00199,26.5569262633047,14.87,1,13.072192414390651,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00199,26.5569262633047,14.87,1,13.072192414390651,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00199,26.5569262633047,14.87,1,13.072192414390651,12.7013173580964,17.7926138668204,10.583122355255949,19.7902750794112,16.761402101442666,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00203,25.7426584106461,12.68,1,13.072192414390651,12.6046447755037,18.2669136413368,10.583122355255949,18.865020633290122,18.2669136413368,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00203,25.7426584106461,12.68,1,13.072192414390651,12.6046447755037,18.2669136413368,10.583122355255949,18.865020633290122,18.2669136413368,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
C3N-00203,25.7426584106461,12.68,1,13.072192414390651,12.6046447755037,18.2669136413368,10.583122355255949,18.865020633290122,18.2669136413368,0.0,CHEMBL941,CHEMBL203,10000.0,5.0,23,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,False,True,False,True,False,True,False,True
C3N-00217,24.9492776634389,10.69,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,19.453806346749047,19.453806346749047,0.0,CHEMBL1079742,CHEMBL203,42.5,7.489405350465031,4,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017,3.8269000000000033,74.73000000000002,1,7,10,3,30,True,True,True,True,True,False,True,False,True,False,True,False
C3N-00217,24.9492776634389,10.69,1,13.072192414390651,12.6046447755037,17.767914942942703,10.583122355255949,19.453806346749047,19.453806346749047,0.0,CHEMBL941,CHEMBL203,50000.055,6.979303657420888,2,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,493.6150000000002,4.590320000000004,86.28000000000002,2,7,7,5,37,True,True,True,True,True,False,False,True,True,False,False,True
