patient_id,EGFR_PROTEIN,EGFR_RNA,EGFR_activity_mean,cohort,batch_domain,phospho_Y1016,phospho_Y1069,phospho_Y1092,phospho_Y1110,phospho_Y1172,EGFR_expression_score,ligand,protein,binding_type,standard_value,standard_units,p_binding
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01632,24.9891486517818,11.41,1,CPTAC,CPTAC,,,,,18.988258975081,18.988258975081,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01682,25.3644515302173,13.05,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01683,24.5714842659513,11.65,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01862,24.8657895228368,11.44,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01889,25.492147508708,12.88,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,30000.0,nM,4.522878745280337
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,70.0,nM,7.154901959985743
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,0.11,nM,9.958607314841775
C3L-01890,25.1959125801797,12.16,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,2.0,nM,8.698970004336019
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,IC50,100000.0,nM,4.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,7600.0,nM,5.119186407719209
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,420.0,nM,6.376750709602099
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL1079742,CHEMBL203,IC50,15.0,nM,7.823908740944319
C3L-01924,26.0774438258352,13.49,1,CPTAC,CPTAC,,,,,,,CHEMBL941,CHEMBL203,Kd,10000.0,nM,5.0
